lambda_0.16,lambda_0.17,lambda_0.18,lambda_0.19,lambda_0.2,lambda_0.21,lambda_0.22,lambda_0.23,lambda_0.24,lambda_0.25
39.6,59.8,72.23,95.51,117.09,141.95,165.93,184.94,207.94,233.4
39.66,59.82,72.2,95.53,117.05,142.07,166.02,185.06,208.14,233.51
39.67,59.77,72.2,95.62,117.03,142.21,166.11,185.11,208.16,233.61
39.71,59.71,72.23,95.68,116.99,142.33,166.17,185.26,208.4,233.64
39.65,59.69,72.39,95.74,117.04,142.42,166.29,185.28,208.58,233.73
39.72,59.8,72.44,95.91,117.08,142.38,166.31,185.34,208.62,233.79
39.69,59.75,72.46,95.97,117.17,142.5,166.34,185.35,208.62,233.91
39.65,59.83,72.51,96.08,117.19,142.61,166.44,185.39,208.61,233.95
39.64,59.96,72.47,96.13,117.2,142.54,166.59,185.49,208.77,233.96
39.63,60.04,72.55,96.17,117.17,142.67,166.7,185.5,208.83,234.08
39.57,60.02,72.55,96.21,117.08,142.7,166.91,185.52,208.95,234.24
39.52,60.04,72.57,96.2,117.07,142.66,167.01,185.54,208.99,234.29
39.57,60.11,72.64,96.4,117.09,142.69,167.08,185.65,209.05,234.38
39.57,60.14,72.69,96.46,117.09,142.79,167.07,185.73,209.23,234.45
39.6,60.19,72.71,96.55,117.14,142.79,167.12,185.89,209.39,234.59
39.54,60.3,72.63,96.56,117.27,142.93,167.22,185.92,209.44,234.76
39.54,60.24,72.65,96.66,117.31,143.05,167.22,185.99,209.56,234.85
39.61,60.33,72.6,96.8,117.37,143.13,167.24,186.05,209.65,234.95
39.68,60.4,72.62,96.75,117.33,143.1,167.24,186.15,209.76,235.0
39.63,60.33,72.66,96.76,117.38,143.08,167.3,186.24,209.86,235.13
39.53,60.37,72.71,96.82,117.37,143.07,167.26,186.38,209.93,235.32
39.53,60.42,72.87,96.83,117.42,143.19,167.42,186.38,209.98,235.51
39.67,60.39,72.95,96.95,117.45,143.23,167.55,186.51,210.11,235.47
39.68,60.43,72.95,96.94,117.45,143.3,167.6,186.47,210.24,235.59
39.61,60.43,73.01,96.86,117.5,143.38,167.67,186.57,210.41,235.75
39.57,60.41,73.02,96.94,117.53,143.47,167.79,186.71,210.44,235.85
39.66,60.48,73.14,97.02,117.57,143.58,167.81,186.68,210.56,235.87
39.67,60.53,73.15,96.93,117.57,143.59,167.92,186.76,210.69,236.1
39.72,60.55,73.13,97.07,117.61,143.7,167.98,186.86,210.91,236.3
39.74,60.54,73.23,97.15,117.77,143.85,167.97,186.86,210.95,236.41
39.79,60.58,73.24,97.14,117.79,143.97,168.08,186.9,211.11,236.56
39.75,60.62,73.3,97.15,117.79,144.01,168.12,186.89,211.33,236.55
39.76,60.62,73.28,97.1,117.82,144.06,168.12,187.07,211.5,236.7
39.75,60.63,73.33,97.13,117.86,144.15,168.18,187.17,211.67,236.75
39.75,60.59,73.38,97.08,117.94,144.15,168.21,187.21,211.9,236.88
39.72,60.7,73.4,97.17,118.04,144.31,168.28,187.28,211.98,236.99
39.77,60.71,73.47,97.3,118.06,144.31,168.45,187.29,212.19,237.08
39.81,60.76,73.55,97.32,118.14,144.4,168.57,187.44,212.41,237.1
39.85,60.78,73.61,97.38,118.19,144.5,168.61,187.55,212.52,237.19
39.78,60.81,73.64,97.39,118.17,144.63,168.59,187.59,212.61,237.23
39.84,60.82,73.78,97.48,118.11,144.7,168.62,187.65,212.71,237.32
39.86,60.78,73.81,97.53,118.07,144.8,168.72,187.75,212.84,237.43
39.88,60.88,73.78,97.4,118.1,144.85,168.79,187.86,212.94,237.57
39.85,60.95,73.75,97.41,118.17,144.91,168.94,187.87,213.01,237.78
39.98,60.91,73.74,97.44,118.2,145.04,169.05,187.95,213.11,237.99
40.07,60.95,73.84,97.44,118.22,145.17,169.07,187.97,213.11,238.13
40.08,60.94,73.87,97.38,118.19,145.18,169.07,188.09,213.16,238.12
40.16,61.04,73.9,97.35,118.28,145.26,169.19,188.12,213.3,238.33
40.11,61.08,73.98,97.31,118.27,145.23,169.38,188.24,213.33,238.43
40.06,61.14,74.03,97.28,118.29,145.22,169.4,188.33,213.36,238.48
40.15,61.14,74.0,97.37,118.35,145.33,169.43,188.37,213.5,238.62
40.16,61.15,74.14,97.38,118.54,145.43,169.54,188.44,213.65,238.78
40.21,61.19,74.2,97.47,118.63,145.44,169.53,188.61,213.83,238.72
40.17,61.25,74.35,97.47,118.54,145.46,169.69,188.74,213.98,238.83
40.21,61.2,74.35,97.44,118.55,145.57,169.68,188.77,214.11,238.95
40.23,61.21,74.41,97.47,118.63,145.62,169.71,188.88,214.19,238.94
40.32,61.32,74.42,97.45,118.82,145.73,169.71,188.89,214.27,239.05
40.42,61.21,74.43,97.5,118.92,145.83,169.76,188.94,214.42,239.17
40.43,61.2,74.47,97.56,118.89,145.9,169.72,189.06,214.58,239.24
40.34,61.24,74.61,97.53,118.92,146.0,169.83,189.11,214.75,239.34
40.34,61.27,74.74,97.47,118.96,145.97,169.89,189.26,214.87,239.46
40.38,61.24,74.74,97.56,119.07,146.05,169.95,189.32,214.94,239.67
40.4,61.27,74.83,97.49,119.12,146.12,169.94,189.38,215.05,239.85
40.45,61.31,74.83,97.49,119.18,146.19,169.93,189.39,215.04,239.97
40.48,61.43,74.9,97.55,119.19,146.21,170.02,189.55,215.13,240.1
40.51,61.46,74.93,97.6,119.17,146.29,170.14,189.61,215.26,240.29
40.53,61.49,74.87,97.71,119.17,146.3,170.14,189.72,215.3,240.43
40.45,61.54,74.88,97.69,119.22,146.37,170.27,189.81,215.45,240.57
40.43,61.56,74.82,97.7,119.31,146.4,170.32,189.89,215.56,240.64
40.41,61.46,74.78,97.68,119.33,146.36,170.39,189.89,215.71,240.83
40.43,61.49,74.79,97.71,119.3,146.5,170.43,189.84,215.82,240.86
40.5,61.44,74.84,97.8,119.35,146.56,170.54,189.84,215.99,240.95
40.47,61.41,74.86,97.84,119.44,146.72,170.64,189.83,216.14,241.18
40.4,61.51,74.81,97.89,119.45,146.7,170.73,189.97,216.3,241.27
40.41,61.49,74.98,97.92,119.39,146.85,170.83,190.06,216.52,241.32
40.45,61.42,75.03,97.92,119.53,146.86,170.94,190.18,216.67,241.47
40.55,61.4,75.08,97.86,119.61,146.89,171.06,190.33,216.57,241.57
40.59,61.4,75.19,97.96,119.68,147.12,171.04,190.45,216.62,241.71
40.59,61.38,75.17,98.07,119.67,147.18,171.14,190.59,216.69,241.72
40.58,61.47,75.32,98.17,119.63,147.21,171.18,190.76,216.78,241.86
40.63,61.57,75.36,98.23,119.62,147.19,171.22,190.88,216.93,241.93
40.66,61.5,75.3,98.28,119.6,147.26,171.21,191.01,217.05,241.91
40.73,61.5,75.23,98.32,119.56,147.26,171.27,191.15,217.17,242.02
40.77,61.52,75.42,98.37,119.63,147.21,171.37,191.32,217.26,242.13
40.84,61.43,75.43,98.4,119.59,147.24,171.41,191.52,217.38,242.35
40.84,61.53,75.45,98.48,119.61,147.27,171.46,191.62,217.5,242.53
40.82,61.52,75.41,98.57,119.72,147.26,171.52,191.61,217.6,242.74
40.85,61.4,75.35,98.57,119.59,147.36,171.64,191.68,217.67,242.77
40.86,61.42,75.43,98.65,119.71,147.43,171.72,191.86,217.87,242.84
40.87,61.38,75.43,98.61,119.74,147.45,171.66,191.95,217.89,242.96
40.94,61.51,75.51,98.66,119.79,147.53,171.69,192.06,218.03,243.13
40.99,61.56,75.41,98.75,119.94,147.55,171.82,192.2,218.13,243.24
41.06,61.6,75.33,98.71,119.99,147.56,171.9,192.33,218.35,243.31
41.16,61.63,75.27,98.84,120.02,147.61,172.0,192.35,218.51,243.47
41.14,61.63,75.38,98.97,119.98,147.64,172.12,192.3,218.7,243.51
41.19,61.68,75.42,99.01,120.06,147.73,172.15,192.34,218.81,243.61
41.16,61.68,75.42,99.08,120.19,147.81,172.19,192.48,219.01,243.71
41.22,61.73,75.52,99.06,120.33,147.82,172.35,192.56,219.08,243.87
41.29,61.73,75.58,99.06,120.38,147.9,172.46,192.59,219.13,243.89
41.29,61.8,75.5,98.98,120.39,147.89,172.57,192.64,219.14,243.98
41.3,61.82,75.54,99.04,120.38,147.94,172.59,192.75,219.34,244.08
41.41,61.89,75.64,99.1,120.5,147.95,172.57,192.8,219.42,244.16
41.43,61.79,75.74,99.06,120.46,148.09,172.71,192.91,219.46,244.29
41.42,61.85,75.75,99.09,120.54,148.05,172.83,192.94,219.45,244.32
41.33,61.78,75.75,99.26,120.59,148.15,172.9,193.17,219.56,244.37
41.26,61.86,75.78,99.32,120.58,148.31,172.9,193.25,219.66,244.4
41.32,61.91,75.81,99.36,120.62,148.41,173.03,193.38,219.73,244.53
41.26,61.9,75.89,99.38,120.66,148.5,173.04,193.42,219.76,244.55
41.31,61.97,75.97,99.4,120.65,148.54,173.05,193.49,219.95,244.56
41.34,62.01,75.99,99.46,120.57,148.5,173.17,193.55,220.1,244.64
41.36,62.03,76.02,99.55,120.61,148.51,173.23,193.71,220.2,244.71
41.35,62.01,75.97,99.6,120.62,148.55,173.22,193.83,220.24,244.92
41.25,62.0,75.95,99.68,120.65,148.66,173.31,193.96,220.34,244.97
41.29,62.07,75.9,99.64,120.67,148.73,173.31,194.07,220.39,245.07
41.39,62.04,75.88,99.74,120.68,148.72,173.39,194.18,220.56,245.22
41.45,61.94,75.9,99.83,120.75,148.77,173.34,194.26,220.54,245.42
41.5,61.98,76.0,99.76,120.76,148.8,173.44,194.32,220.55,245.42
41.6,61.97,76.01,99.8,120.78,148.81,173.53,194.37,220.61,245.51
41.68,62.03,75.96,99.78,120.96,149.03,173.4,194.42,220.82,245.58
41.77,62.02,75.98,99.81,121.01,149.17,173.41,194.56,220.83,245.63
41.8,62.17,75.99,99.78,121.0,149.24,173.56,194.64,221.01,245.77
41.83,62.22,76.03,99.83,121.11,149.36,173.69,194.72,221.16,245.85
41.91,62.13,76.07,99.77,121.11,149.46,173.73,194.74,221.27,245.81
41.87,62.12,76.04,99.7,121.27,149.58,173.69,194.81,221.26,245.86
41.9,62.16,76.09,99.69,121.29,149.63,173.73,194.94,221.39,245.89
41.85,62.11,76.13,99.7,121.33,149.74,173.76,195.06,221.45,245.98
41.82,62.2,76.19,99.77,121.39,149.73,173.88,195.18,221.56,246.07
41.71,62.24,76.16,99.77,121.48,149.77,173.91,195.28,221.75,246.23
41.73,62.25,76.31,99.82,121.52,149.9,173.83,195.33,221.84,246.34
41.78,62.22,76.28,99.84,121.38,149.97,173.94,195.32,221.88,246.4
41.83,62.17,76.4,99.82,121.38,149.97,174.05,195.43,221.94,246.45
41.79,62.14,76.39,99.82,121.32,150.03,174.07,195.51,221.88,246.64
41.75,62.14,76.42,99.85,121.39,150.16,174.07,195.63,221.9,246.76
41.74,62.19,76.49,99.96,121.43,150.2,174.13,195.71,221.98,246.82
41.72,62.26,76.57,99.96,121.53,150.26,174.27,195.91,222.12,246.88
41.71,62.22,76.64,100.01,121.56,150.38,174.25,195.98,222.28,246.92
41.64,62.17,76.6,99.95,121.6,150.45,174.33,196.11,222.4,247.0
41.68,62.21,76.62,99.89,121.7,150.5,174.39,196.19,222.44,247.16
41.71,62.28,76.75,99.91,121.92,150.57,174.43,196.24,222.39,247.3
41.73,62.14,76.8,99.95,121.93,150.74,174.51,196.36,222.42,247.51
41.78,62.16,76.86,100.04,121.95,150.83,174.59,196.43,222.44,247.54
41.73,62.11,76.94,100.13,122.04,150.91,174.62,196.5,222.65,247.66
41.75,62.1,77.0,100.23,122.09,150.98,174.65,196.64,222.74,247.78
41.73,62.05,77.04,100.22,122.26,151.11,174.7,196.71,222.75,247.82
41.73,62.15,77.07,100.2,122.34,151.06,174.77,196.79,222.83,247.96
41.78,62.21,77.15,100.3,122.43,151.17,174.82,196.81,222.98,248.09
41.77,62.27,77.35,100.34,122.44,151.19,174.94,196.87,223.03,248.11
41.81,62.34,77.32,100.32,122.47,151.27,174.97,197.05,223.09,248.21
41.83,62.36,77.32,100.4,122.42,151.45,175.07,197.11,223.22,248.35
41.89,62.31,77.32,100.45,122.54,151.51,175.23,197.19,223.31,248.42
41.82,62.33,77.4,100.54,122.54,151.48,175.29,197.22,223.41,248.49
41.94,62.31,77.38,100.56,122.68,151.53,175.36,197.34,223.47,248.61
41.93,62.29,77.44,100.63,122.73,151.56,175.38,197.5,223.66,248.58
41.86,62.33,77.49,100.65,122.91,151.54,175.54,197.63,223.81,248.64
41.82,62.3,77.42,100.72,122.96,151.58,175.66,197.73,224.02,248.72
41.92,62.33,77.39,100.73,123.0,151.61,175.75,197.86,224.13,248.82
41.93,62.4,77.4,100.67,123.03,151.7,175.75,197.94,224.17,248.99
41.97,62.45,77.39,100.69,123.1,151.79,175.76,197.93,224.26,249.03
41.97,62.45,77.38,100.78,123.09,151.82,175.83,198.15,224.39,249.11
41.95,62.53,77.37,100.78,123.12,151.9,175.94,198.21,224.61,249.25
41.98,62.56,77.43,100.87,123.21,152.03,176.01,198.38,224.77,249.37
42.09,62.73,77.35,101.06,123.31,152.08,176.09,198.45,224.79,249.49
42.04,62.68,77.37,101.11,123.26,152.06,176.14,198.44,224.91,249.6
41.99,62.65,77.3,101.14,123.28,152.14,176.25,198.63,224.91,249.73
41.96,62.74,77.29,101.11,123.38,152.11,176.35,198.73,224.98,249.8
42.01,62.78,77.38,101.1,123.34,152.08,176.41,198.79,225.11,249.84
42.0,62.82,77.43,101.15,123.48,152.2,176.46,198.81,225.3,250.02
42.02,62.78,77.48,101.23,123.51,152.25,176.52,198.87,225.31,250.02
41.98,62.71,77.51,101.26,123.53,152.36,176.55,198.91,225.31,250.09
42.0,62.76,77.52,101.22,123.64,152.3,176.65,199.14,225.42,250.14
41.96,62.8,77.53,101.24,123.71,152.36,176.75,199.38,225.52,250.23
41.95,62.92,77.63,101.22,123.84,152.37,176.86,199.5,225.61,250.27
41.98,62.92,77.6,101.37,123.81,152.42,176.91,199.55,225.74,250.37
41.91,62.99,77.65,101.43,123.9,152.51,177.0,199.68,225.89,250.51
41.88,63.0,77.72,101.46,123.97,152.45,177.27,199.75,226.0,250.59
41.92,62.99,77.67,101.46,123.97,152.53,177.4,199.83,225.98,250.64
41.96,63.0,77.68,101.5,123.91,152.6,177.45,199.9,226.12,250.8
41.87,63.02,77.76,101.44,124.07,152.73,177.53,199.96,226.22,250.9
41.82,63.04,77.78,101.39,124.16,152.82,177.66,200.1,226.36,251.06
41.83,63.05,77.95,101.4,124.12,152.95,177.75,200.09,226.31,251.12
41.8,63.05,77.96,101.41,124.19,153.02,177.75,200.09,226.35,251.14
41.66,63.03,77.98,101.46,124.25,153.06,177.83,200.12,226.51,251.26
41.74,63.04,78.02,101.52,124.44,153.23,177.95,200.17,226.67,251.29
41.78,63.07,78.08,101.6,124.57,153.31,177.94,200.14,226.66,251.47
41.8,63.04,78.06,101.59,124.6,153.36,178.0,200.14,226.78,251.64
41.78,63.1,78.0,101.64,124.72,153.41,178.14,200.18,226.84,251.79
41.83,63.16,78.04,101.72,124.8,153.49,178.19,200.23,226.99,252.02
41.86,63.2,78.19,101.76,124.81,153.54,178.28,200.33,227.09,252.04
41.94,63.18,78.23,101.81,124.81,153.68,178.33,200.36,227.23,252.2
42.0,63.16,78.28,101.83,124.95,153.71,178.34,200.37,227.33,252.33
41.98,63.09,78.32,101.89,124.94,153.67,178.49,200.46,227.46,252.32
42.02,63.1,78.29,101.85,124.96,153.73,178.6,200.61,227.61,252.43
42.02,63.15,78.32,101.94,124.99,153.9,178.67,200.76,227.67,252.53
42.0,63.19,78.45,102.08,125.02,153.89,178.74,200.9,227.78,252.63
42.04,63.25,78.62,102.01,125.04,154.05,178.85,200.92,227.92,252.64
42.01,63.26,78.7,102.01,125.06,154.17,178.97,200.99,228.06,252.76
42.02,63.26,78.67,102.08,125.2,154.21,179.06,201.1,228.2,253.0
42.05,63.25,78.73,102.09,125.32,154.19,179.21,201.25,228.22,253.15
42.06,63.23,78.76,102.05,125.4,154.25,179.26,201.21,228.23,253.38
41.96,63.12,78.78,102.13,125.43,154.3,179.37,201.31,228.36,253.45
42.03,63.21,78.79,102.1,125.41,154.39,179.5,201.39,228.48,253.52
42.0,63.2,78.78,102.13,125.48,154.41,179.7,201.41,228.52,253.63
41.98,63.18,78.81,102.14,125.6,154.45,179.81,201.46,228.67,253.6
41.98,63.23,78.73,102.24,125.71,154.55,179.88,201.49,228.77,253.68
41.97,63.23,78.77,102.29,125.74,154.63,179.88,201.55,228.7,253.88
41.8,63.32,78.78,102.36,125.79,154.73,180.09,201.63,228.74,253.98
41.82,63.31,78.87,102.34,125.85,154.8,180.14,201.76,228.96,254.12
41.86,63.33,78.95,102.38,125.83,154.81,180.17,201.84,229.02,254.22
41.82,63.35,78.98,102.43,125.89,154.82,180.2,201.93,229.17,254.33
41.82,63.28,78.96,102.5,125.93,154.92,180.29,201.99,229.21,254.42
41.89,63.37,79.04,102.58,126.0,155.01,180.42,202.07,229.28,254.47
41.95,63.44,79.02,102.58,126.06,155.05,180.44,202.12,229.37,254.57
41.96,63.45,79.09,102.58,126.01,155.21,180.45,202.23,229.42,254.63
42.04,63.41,79.15,102.68,126.02,155.28,180.53,202.32,229.52,254.79
42.06,63.42,79.15,102.81,126.14,155.37,180.62,202.43,229.7,254.8
41.98,63.44,79.2,102.86,126.21,155.3,180.67,202.57,229.81,254.92
41.86,63.43,79.37,102.88,126.32,155.44,180.86,202.56,229.87,255.16
41.93,63.45,79.39,102.88,126.47,155.46,180.94,202.63,229.92,255.23
41.91,63.48,79.39,102.91,126.59,155.48,181.01,202.66,230.01,255.43
41.96,63.51,79.39,102.98,126.67,155.56,181.06,202.73,230.12,255.51
42.02,63.5,79.43,102.96,126.76,155.62,181.05,202.95,230.23,255.64
42.05,63.49,79.45,102.96,126.75,155.69,181.07,202.94,230.38,255.7
42.08,63.51,79.38,103.09,126.87,155.8,181.14,203.02,230.5,255.75
42.16,63.6,79.42,103.13,127.0,155.81,181.28,203.1,230.65,255.86
42.19,63.5,79.44,103.15,127.06,155.91,181.36,203.23,230.68,255.95
42.16,63.53,79.45,103.11,127.13,155.98,181.4,203.43,230.81,256.08
42.15,63.61,79.56,103.2,127.22,156.02,181.54,203.55,230.91,256.22
42.13,63.56,79.55,103.29,127.24,156.01,181.63,203.62,230.97,256.28
42.17,63.56,79.56,103.26,127.28,156.04,181.66,203.75,231.14,256.33
42.16,63.5,79.56,103.27,127.36,156.03,181.77,203.82,231.16,256.45
42.19,63.47,79.64,103.33,127.36,156.19,181.82,203.86,231.26,256.51
42.19,63.5,79.74,103.39,127.37,156.2,181.83,203.97,231.45,256.64
42.2,63.51,79.79,103.4,127.45,156.18,181.84,204.12,231.51,256.7
42.26,63.54,79.86,103.5,127.43,156.35,181.87,204.19,231.59,256.79
42.3,63.59,79.88,103.56,127.46,156.46,181.86,204.29,231.75,256.88
42.27,63.53,80.0,103.59,127.48,156.48,181.81,204.47,231.78,257.04
42.29,63.64,80.08,103.58,127.5,156.65,181.88,204.56,231.92,257.22
42.28,63.67,80.1,103.59,127.58,156.72,181.92,204.59,232.07,257.38
42.26,63.63,80.15,103.66,127.53,156.78,181.96,204.63,232.2,257.43
42.38,63.63,80.25,103.74,127.53,156.96,181.91,204.74,232.27,257.48
42.31,63.66,80.26,103.76,127.6,157.03,182.01,204.87,232.35,257.59
42.29,63.75,80.27,103.69,127.68,157.06,182.09,205.0,232.54,257.68
42.31,63.86,80.34,103.65,127.79,157.16,182.19,205.02,232.72,257.75
42.39,63.95,80.28,103.66,127.87,157.16,182.23,205.07,232.77,257.9
42.4,63.9,80.37,103.76,127.87,157.19,182.39,205.14,232.82,257.95
42.36,63.89,80.35,103.78,127.94,157.16,182.42,205.24,232.92,257.99
42.39,63.84,80.4,103.84,128.07,157.3,182.46,205.21,233.03,257.99
42.44,63.88,80.34,103.83,128.14,157.35,182.51,205.31,233.06,258.13
42.47,63.95,80.32,103.86,128.24,157.37,182.58,205.34,233.21,258.08
42.48,63.82,80.35,103.81,128.25,157.39,182.56,205.44,233.44,258.2
42.54,63.87,80.34,103.79,128.32,157.36,182.67,205.66,233.51,258.23
42.58,63.85,80.29,103.74,128.28,157.52,182.73,205.73,233.7,258.3
42.47,63.95,80.36,103.75,128.23,157.64,182.78,205.83,233.73,258.38
42.52,63.96,80.42,103.87,128.2,157.73,182.86,205.92,233.84,258.53
42.57,64.02,80.56,103.9,128.11,157.7,182.87,205.99,233.89,258.69
42.67,64.12,80.56,104.0,128.21,157.67,182.97,206.14,233.96,258.77
42.72,64.17,80.57,104.05,128.32,157.78,182.96,206.08,234.04,258.86
42.61,64.13,80.53,104.08,128.45,157.94,182.95,206.05,234.03,258.88
42.59,64.06,80.54,104.18,128.58,157.93,183.01,206.14,234.17,259.07
42.74,64.1,80.57,104.17,128.74,157.94,183.15,206.3,234.26,259.23
42.73,64.09,80.52,104.32,128.78,158.06,183.27,206.19,234.41,259.26
42.7,64.22,80.66,104.36,128.82,158.14,183.38,206.3,234.47,259.38
42.71,64.16,80.58,104.38,128.95,158.26,183.4,206.33,234.54,259.6
42.75,64.2,80.57,104.38,129.08,158.3,183.5,206.46,234.64,259.72
42.75,64.3,80.65,104.43,129.13,158.24,183.57,206.56,234.81,259.95
42.78,64.32,80.78,104.48,129.2,158.32,183.64,206.68,234.97,259.92
42.82,64.32,80.84,104.57,129.16,158.44,183.7,206.79,235.0,260.08
42.78,64.34,80.87,104.59,129.17,158.49,183.8,206.88,235.09,260.17
42.77,64.41,80.94,104.62,129.22,158.54,183.87,206.88,235.11,260.3
42.68,64.64,81.02,104.74,129.3,158.59,184.08,206.88,235.3,260.33
42.72,64.62,81.05,104.82,129.34,158.64,184.1,207.01,235.28,260.4
42.71,64.54,81.14,104.88,129.29,158.69,184.15,207.02,235.36,260.37
42.75,64.53,81.24,104.93,129.39,158.68,184.26,207.07,235.49,260.47
42.73,64.61,81.22,104.98,129.35,158.77,184.4,207.25,235.54,260.6
42.69,64.63,81.28,104.97,129.34,158.81,184.47,207.35,235.64,260.75
42.68,64.54,81.22,104.95,129.4,158.85,184.65,207.38,235.71,260.73
42.71,64.71,81.29,104.99,129.52,158.97,184.82,207.54,235.74,260.82
42.71,64.78,81.32,105.03,129.62,158.94,184.85,207.65,235.92,260.9
42.73,64.8,81.36,105.05,129.63,159.03,184.79,207.75,235.98,260.98
42.67,64.79,81.41,105.08,129.65,159.14,184.89,207.84,236.04,261.18
42.67,64.85,81.42,105.16,129.69,159.32,185.0,207.91,236.09,261.22
42.67,64.89,81.43,105.25,129.75,159.35,185.13,208.05,236.25,261.38
42.71,64.89,81.41,105.27,129.77,159.35,185.24,208.13,236.41,261.47
42.75,64.82,81.35,105.35,129.87,159.44,185.41,208.2,236.55,261.49
42.7,64.82,81.34,105.34,129.99,159.47,185.43,208.29,236.57,261.52
42.76,64.86,81.31,105.37,130.11,159.53,185.5,208.4,236.64,261.61
42.81,64.96,81.37,105.51,130.21,159.58,185.56,208.43,236.78,261.73
42.85,65.01,81.38,105.56,130.3,159.73,185.59,208.52,236.94,261.89
42.85,64.92,81.52,105.61,130.27,159.74,185.63,208.53,236.96,262.02
42.97,64.84,81.66,105.61,130.28,159.79,185.59,208.53,237.05,262.15
43.01,64.84,81.65,105.66,130.31,159.81,185.61,208.72,237.12,262.28
43.01,64.78,81.67,105.72,130.36,159.86,185.63,208.64,237.24,262.47
43.06,64.77,81.76,105.77,130.42,160.03,185.71,208.67,237.43,262.61
43.09,64.66,81.73,105.86,130.47,160.2,185.79,208.75,237.6,262.67
43.13,64.75,81.74,105.9,130.46,160.25,185.89,208.75,237.61,262.82
43.04,64.77,81.79,105.93,130.55,160.27,185.9,208.83,237.8,262.91
43.08,64.86,81.78,105.91,130.59,160.31,186.08,208.89,237.96,263.07
42.97,64.87,81.74,106.01,130.71,160.23,186.12,208.97,238.19,263.18
43.05,64.87,81.75,106.05,130.77,160.31,186.14,208.95,238.3,263.31
42.91,64.78,81.82,106.06,130.81,160.48,186.19,209.02,238.37,263.38
42.95,64.82,81.8,106.07,130.9,160.64,186.3,209.09,238.4,263.5
43.03,64.82,81.79,106.19,131.01,160.65,186.34,209.09,238.39,263.65
43.07,64.79,81.75,106.21,131.06,160.79,186.32,209.23,238.53,263.7
43.19,64.87,81.86,106.22,131.16,160.81,186.29,209.29,238.7,263.75
43.24,64.85,81.89,106.2,131.22,160.89,186.35,209.4,238.8,263.93
43.18,64.84,81.88,106.22,131.2,160.93,186.31,209.47,238.99,263.98
43.13,64.92,81.85,106.25,131.13,160.89,186.36,209.57,239.13,264.1
43.16,64.93,81.86,106.23,131.18,160.89,186.44,209.63,239.23,264.28
43.24,64.96,81.95,106.27,131.2,160.94,186.55,209.72,239.33,264.37
43.22,65.02,81.91,106.38,131.17,160.99,186.51,209.91,239.32,264.54
43.23,65.08,81.98,106.41,131.26,161.02,186.6,210.01,239.38,264.65
43.23,65.25,82.0,106.37,131.32,161.02,186.64,210.12,239.49,264.67
43.18,65.23,82.06,106.43,131.33,161.12,186.66,210.18,239.54,264.79
43.2,65.25,82.16,106.45,131.38,161.2,186.71,210.15,239.66,264.88
43.17,65.24,82.21,106.5,131.43,161.18,186.82,210.17,239.7,265.08
43.17,65.19,82.27,106.52,131.62,161.29,186.89,210.34,239.82,265.2
43.18,65.16,82.22,106.58,131.51,161.4,186.93,210.48,239.83,265.3
43.13,65.05,82.26,106.55,131.54,161.47,187.12,210.48,239.79,265.47
43.18,65.08,82.32,106.61,131.61,161.54,187.12,210.56,239.82,265.64
43.23,65.14,82.41,106.68,131.66,161.61,187.23,210.66,239.88,265.74
43.19,65.19,82.54,106.7,131.76,161.67,187.34,210.8,240.05,265.8
43.16,65.18,82.56,106.65,131.85,161.72,187.53,210.85,240.18,265.82
43.09,65.22,82.55,106.73,131.78,161.87,187.59,210.92,240.45,265.96
43.04,65.37,82.55,106.74,131.93,161.9,187.61,211.0,240.56,266.12
43.02,65.36,82.66,106.87,131.91,161.89,187.8,210.99,240.65,266.27
43.06,65.28,82.63,106.73,131.94,161.95,187.77,211.08,240.8,266.47
43.03,65.33,82.63,106.7,132.0,162.03,187.87,211.11,240.98,266.48
43.08,65.42,82.58,106.74,132.07,162.2,187.98,211.21,241.02,266.59
43.08,65.44,82.56,106.78,132.04,162.29,188.06,211.3,241.13,266.79
43.05,65.38,82.58,106.83,131.98,162.44,188.1,211.39,241.15,266.88
43.1,65.51,82.72,106.91,132.07,162.55,188.17,211.42,241.29,266.93
43.09,65.49,82.78,106.97,132.1,162.54,188.32,211.44,241.36,267.05
43.12,65.65,82.83,107.03,132.18,162.69,188.36,211.49,241.43,267.25
43.09,65.63,82.76,107.04,132.18,162.8,188.39,211.53,241.54,267.33
43.09,65.61,82.77,107.05,132.21,162.84,188.42,211.64,241.65,267.47
43.05,65.75,82.76,107.01,132.27,162.83,188.4,211.77,241.73,267.51
43.06,65.79,82.79,107.1,132.32,162.89,188.49,211.86,241.84,267.52
43.06,65.82,82.87,107.18,132.36,162.95,188.59,211.93,241.93,267.55
43.18,65.78,82.89,107.26,132.3,162.95,188.68,212.12,242.0,267.64
43.12,65.87,82.91,107.3,132.32,163.06,188.68,212.22,242.13,267.85
43.13,65.82,82.91,107.29,132.36,163.08,188.74,212.37,242.35,268.06
43.21,65.8,82.9,107.38,132.34,163.13,188.83,212.56,242.52,268.13
