lambda_0.1,lambda_0.2,lambda_0.3,lambda_0.4,lambda_0.5,lambda_0.6,lambda_0.7,lambda_0.8,lambda_0.9,lambda_1.0
16.788,25.42,28.929,33.696,37.228,43.221,46.748,50.812,54.205,55.073
16.803,25.41,28.916,33.732,37.277,43.21,46.728,50.846,54.211,55.069
16.809,25.418,28.915,33.706,37.311,43.203,46.733,50.837,54.255,55.087
16.823,25.425,28.943,33.688,37.329,43.248,46.71,50.93,54.259,55.023
16.836,25.384,28.939,33.676,37.307,43.281,46.745,50.973,54.266,55.055
16.849,25.388,28.954,33.658,37.326,43.298,46.748,50.954,54.256,55.094
16.874,25.392,29.013,33.683,37.293,43.303,46.746,50.997,54.273,55.062
16.891,25.428,29.031,33.692,37.332,43.302,46.768,50.996,54.294,55.074
16.912,25.416,29.037,33.699,37.305,43.297,46.72,51.01,54.29,55.096
16.918,25.44,29.043,33.71,37.314,43.312,46.749,51.074,54.337,55.073
16.908,25.454,29.013,33.718,37.346,43.329,46.761,51.059,54.327,55.04
16.898,25.472,29.021,33.732,37.359,43.351,46.742,51.104,54.353,55.071
16.903,25.47,29.047,33.791,37.404,43.348,46.741,51.125,54.375,54.999
16.917,25.473,29.103,33.774,37.431,43.334,46.82,51.191,54.388,55.015
16.902,25.483,29.082,33.792,37.397,43.363,46.837,51.134,54.354,55.036
16.906,25.467,29.101,33.85,37.359,43.411,46.839,51.151,54.396,55.052
16.928,25.48,29.149,33.879,37.419,43.403,46.848,51.147,54.397,55.009
16.897,25.488,29.149,33.897,37.424,43.402,46.866,51.123,54.438,55.032
16.882,25.486,29.166,33.923,37.399,43.481,46.85,51.111,54.481,55.007
16.88,25.523,29.156,33.888,37.416,43.503,46.897,51.043,54.5,54.976
16.854,25.544,29.146,33.881,37.399,43.462,46.867,51.104,54.492,54.938
16.862,25.568,29.176,33.848,37.441,43.499,46.78,51.132,54.485,55.025
16.894,25.61,29.157,33.885,37.436,43.523,46.77,51.183,54.554,54.999
16.917,25.622,29.178,33.921,37.439,43.502,46.797,51.203,54.535,55.001
16.918,25.634,29.187,33.945,37.4,43.494,46.811,51.225,54.567,55.027
16.933,25.652,29.214,33.912,37.351,43.485,46.776,51.28,54.491,55.028
16.911,25.637,29.26,33.893,37.34,43.536,46.844,51.323,54.501,55.066
16.936,25.661,29.261,33.882,37.35,43.625,46.828,51.383,54.561,55.091
16.946,25.655,29.257,33.903,37.326,43.585,46.894,51.457,54.666,55.203
16.971,25.657,29.315,33.953,37.351,43.633,46.877,51.436,54.712,55.288
17.005,25.637,29.362,33.969,37.413,43.644,46.882,51.472,54.753,55.242
16.992,25.608,29.372,33.965,37.48,43.718,46.875,51.465,54.826,55.313
16.979,25.634,29.366,33.984,37.512,43.725,46.848,51.504,54.878,55.319
17.006,25.671,29.328,33.95,37.568,43.662,46.842,51.574,54.782,55.255
17.009,25.659,29.333,33.93,37.53,43.644,46.786,51.587,54.831,55.317
17.009,25.659,29.351,33.906,37.511,43.628,46.814,51.55,54.793,55.364
17.019,25.672,29.367,33.932,37.482,43.647,46.85,51.503,54.85,55.401
17.034,25.692,29.401,33.898,37.535,43.683,46.868,51.531,54.838,55.378
17.059,25.706,29.393,33.887,37.613,43.674,46.897,51.539,54.798,55.383
17.066,25.692,29.402,33.905,37.596,43.719,46.864,51.487,54.836,55.347
17.06,25.696,29.396,33.94,37.601,43.686,46.909,51.495,54.883,55.433
17.079,25.721,29.409,33.97,37.619,43.725,46.95,51.465,54.876,55.474
17.064,25.766,29.458,33.981,37.593,43.748,47.03,51.415,54.827,55.559
17.057,25.753,29.477,34.019,37.627,43.761,47.012,51.463,54.888,55.63
17.039,25.743,29.464,33.998,37.637,43.79,47.002,51.371,54.897,55.641
17.041,25.744,29.466,34.005,37.659,43.76,47.026,51.377,54.89,55.69
17.047,25.748,29.47,34.011,37.673,43.759,47.058,51.363,54.86,55.686
17.053,25.764,29.485,34.021,37.694,43.71,47.115,51.354,54.817,55.694
17.05,25.764,29.459,33.992,37.667,43.655,47.173,51.465,54.828,55.654
17.06,25.791,29.444,33.942,37.677,43.696,47.269,51.495,54.808,55.727
17.061,25.775,29.472,33.995,37.681,43.685,47.242,51.506,54.819,55.778
17.066,25.789,29.476,33.961,37.724,43.682,47.247,51.556,54.761,55.806
17.091,25.78,29.472,33.97,37.734,43.76,47.215,51.559,54.728,55.781
17.097,25.801,29.502,33.923,37.748,43.771,47.171,51.506,54.856,55.805
17.113,25.798,29.521,33.91,37.773,43.809,47.093,51.52,54.918,55.792
17.117,25.83,29.547,33.883,37.76,43.762,47.058,51.538,54.897,55.808
17.136,25.848,29.492,33.887,37.743,43.767,47.084,51.522,54.882,55.747
17.156,25.87,29.494,33.91,37.736,43.773,47.027,51.489,54.855,55.724
17.17,25.884,29.495,33.904,37.732,43.775,47.007,51.526,54.916,55.751
17.185,25.843,29.512,33.855,37.77,43.734,46.952,51.482,54.871,55.782
17.18,25.851,29.556,33.827,37.783,43.756,46.993,51.485,54.894,55.856
17.191,25.878,29.578,33.848,37.816,43.72,47.057,51.468,54.96,55.769
17.182,25.876,29.565,33.897,37.814,43.748,47.069,51.497,54.953,55.734
17.178,25.856,29.584,33.938,37.852,43.794,47.144,51.469,54.963,55.748
17.164,25.854,29.583,33.94,37.898,43.797,47.14,51.484,54.959,55.749
17.175,25.839,29.609,33.982,37.922,43.84,47.135,51.567,54.941,55.723
17.157,25.795,29.624,34.003,37.93,43.823,47.143,51.586,54.895,55.729
17.149,25.801,29.625,34.009,37.923,43.931,47.146,51.533,54.918,55.691
17.149,25.812,29.663,33.981,37.939,43.914,47.17,51.566,54.929,55.738
17.159,25.852,29.657,33.954,37.922,43.957,47.154,51.63,54.972,55.736
17.145,25.893,29.643,33.996,37.922,43.959,47.145,51.678,55.015,55.684
17.137,25.864,29.662,34.053,37.986,43.954,47.127,51.71,54.992,55.737
17.164,25.839,29.694,34.045,38.046,43.982,47.119,51.719,54.992,55.744
17.169,25.849,29.698,34.051,38.073,44.008,47.156,51.752,55.086,55.816
17.167,25.889,29.675,34.107,38.055,44.034,47.183,51.81,55.194,55.844
17.173,25.925,29.705,34.131,38.029,44.029,47.216,51.844,55.205,55.895
17.159,25.903,29.689,34.115,38.043,44.059,47.316,51.77,55.196,55.936
17.164,25.941,29.685,34.106,38.057,44.07,47.304,51.756,55.212,55.971
17.184,25.969,29.666,34.088,38.087,44.021,47.364,51.839,55.196,55.968
17.181,25.978,29.682,34.086,38.089,44.023,47.32,51.766,55.193,55.993
17.19,25.997,29.696,34.1,38.12,43.99,47.325,51.803,55.193,56.062
17.166,25.997,29.709,34.11,38.093,43.94,47.305,51.775,55.253,56.0
17.196,25.97,29.724,34.094,38.109,43.943,47.358,51.764,55.267,56.029
17.179,25.993,29.731,34.08,38.091,43.913,47.384,51.823,55.259,56.058
17.186,26.036,29.713,34.081,38.115,43.913,47.397,51.849,55.259,56.132
17.185,26.055,29.702,34.043,38.124,43.85,47.419,51.805,55.25,56.146
17.175,26.069,29.698,34.089,38.145,43.899,47.434,51.783,55.219,56.089
17.197,26.062,29.722,34.088,38.144,43.872,47.419,51.825,55.226,56.156
17.207,26.058,29.756,34.063,38.168,43.85,47.437,51.786,55.212,56.23
17.215,26.061,29.721,34.071,38.222,43.813,47.421,51.897,55.239,56.315
17.23,26.08,29.74,34.047,38.247,43.848,47.435,51.869,55.267,56.291
17.229,26.113,29.748,34.033,38.255,43.829,47.425,51.925,55.301,56.297
17.239,26.103,29.747,34.031,38.185,43.803,47.386,51.968,55.328,56.39
17.243,26.123,29.755,34.11,38.277,43.819,47.342,51.976,55.351,56.374
17.255,26.115,29.737,34.076,38.269,43.872,47.298,51.982,55.308,56.338
17.263,26.164,29.719,34.109,38.316,43.849,47.239,51.949,55.39,56.364
17.234,26.164,29.771,34.104,38.301,43.778,47.23,51.967,55.514,56.339
17.27,26.154,29.773,34.077,38.279,43.763,47.303,52.049,55.537,56.353
17.268,26.115,29.792,34.065,38.298,43.762,47.311,52.076,55.534,56.343
17.282,26.141,29.79,34.062,38.361,43.779,47.388,52.077,55.577,56.319
17.287,26.149,29.79,34.094,38.362,43.797,47.393,52.037,55.506,56.346
17.291,26.16,29.777,34.138,38.357,43.82,47.39,52.023,55.428,56.33
17.309,26.177,29.764,34.147,38.376,43.789,47.321,52.025,55.483,56.308
17.323,26.165,29.745,34.089,38.405,43.738,47.348,52.025,55.512,56.378
17.308,26.19,29.755,34.092,38.419,43.728,47.318,52.011,55.523,56.376
17.3,26.182,29.785,34.094,38.451,43.729,47.385,52.002,55.543,56.42
17.306,26.183,29.775,34.093,38.461,43.744,47.376,52.019,55.517,56.397
17.289,26.193,29.743,34.118,38.446,43.659,47.4,52.006,55.474,56.354
17.288,26.215,29.739,34.128,38.453,43.665,47.446,52.025,55.516,56.335
17.289,26.203,29.74,34.142,38.538,43.593,47.387,52.039,55.492,56.345
17.278,26.204,29.757,34.075,38.525,43.601,47.345,52.109,55.502,56.371
17.266,26.174,29.761,34.072,38.515,43.578,47.364,52.099,55.504,56.368
17.25,26.153,29.774,34.093,38.528,43.559,47.439,52.086,55.509,56.355
17.284,26.153,29.754,34.066,38.539,43.583,47.426,52.091,55.467,56.362
17.296,26.142,29.748,34.1,38.551,43.584,47.45,52.062,55.457,56.301
17.285,26.157,29.718,34.089,38.543,43.652,47.455,52.12,55.483,56.422
17.309,26.146,29.721,34.071,38.586,43.703,47.434,52.154,55.491,56.361
17.338,26.135,29.749,34.061,38.593,43.691,47.46,52.14,55.521,56.428
17.344,26.131,29.729,34.068,38.608,43.676,47.477,52.122,55.502,56.499
17.351,26.121,29.769,34.152,38.631,43.665,47.433,52.111,55.469,56.493
17.377,26.149,29.766,34.173,38.613,43.719,47.399,52.126,55.485,56.56
17.364,26.112,29.747,34.175,38.601,43.664,47.41,52.202,55.502,56.601
17.353,26.125,29.757,34.152,38.606,43.682,47.447,52.179,55.5,56.67
17.384,26.13,29.775,34.183,38.605,43.741,47.397,52.187,55.522,56.723
17.359,26.175,29.77,34.23,38.632,43.722,47.403,52.178,55.48,56.716
17.345,26.199,29.803,34.279,38.669,43.787,47.403,52.131,55.511,56.743
17.35,26.207,29.771,34.289,38.724,43.754,47.371,52.087,55.538,56.77
17.358,26.181,29.78,34.343,38.776,43.73,47.336,52.119,55.563,56.783
17.371,26.19,29.816,34.316,38.779,43.718,47.344,52.193,55.589,56.794
17.374,26.212,29.82,34.31,38.779,43.753,47.358,52.171,55.601,56.845
17.374,26.202,29.811,34.303,38.798,43.748,47.395,52.232,55.606,56.905
17.373,26.183,29.827,34.288,38.766,43.756,47.387,52.291,55.661,56.93
17.385,26.194,29.849,34.288,38.771,43.823,47.448,52.332,55.671,56.967
17.381,26.187,29.86,34.348,38.781,43.915,47.414,52.263,55.739,56.939
17.37,26.173,29.865,34.303,38.801,43.886,47.467,52.33,55.751,57.016
17.399,26.159,29.874,34.321,38.787,43.871,47.523,52.373,55.733,57.048
17.37,26.184,29.841,34.357,38.776,43.857,47.532,52.329,55.737,57.082
17.374,26.163,29.848,34.355,38.751,43.868,47.553,52.342,55.741,57.118
17.378,26.154,29.841,34.352,38.784,43.86,47.553,52.329,55.772,57.155
17.372,26.15,29.853,34.356,38.715,43.849,47.627,52.331,55.831,57.141
17.385,26.16,29.865,34.359,38.711,43.851,47.699,52.386,55.889,57.187
17.385,26.16,29.866,34.404,38.709,43.871,47.729,52.422,55.869,57.215
17.37,26.172,29.889,34.397,38.712,43.899,47.747,52.589,55.894,57.225
17.365,26.159,29.864,34.381,38.707,43.896,47.793,52.568,55.871,57.208
17.343,26.144,29.863,34.423,38.697,43.86,47.812,52.566,55.901,57.194
17.347,26.168,29.869,34.412,38.753,43.822,47.826,52.624,55.793,57.241
17.339,26.188,29.867,34.417,38.766,43.88,47.917,52.593,55.779,57.207
17.343,26.228,29.82,34.455,38.799,43.879,47.952,52.597,55.809,57.184
17.356,26.237,29.828,34.465,38.781,43.879,47.936,52.621,55.782,57.229
17.366,26.258,29.859,34.505,38.775,43.864,47.983,52.654,55.766,57.254
17.363,26.3,29.888,34.515,38.84,43.845,47.972,52.66,55.75,57.317
17.38,26.311,29.896,34.5,38.851,43.862,47.969,52.615,55.68,57.308
17.391,26.31,29.922,34.526,38.861,43.834,47.989,52.631,55.676,57.331
17.419,26.336,29.929,34.49,38.844,43.895,48.082,52.632,55.712,57.31300000000001
17.424,26.32,29.94,34.457,38.842,43.9,48.098,52.664,55.712,57.33
17.422,26.311,29.938,34.441,38.834,43.941,48.152,52.626,55.688,57.263
17.444,26.328,29.928,34.459,38.836,43.898,48.209,52.624,55.721,57.298
17.441,26.293,29.982,34.451,38.777,43.887,48.204,52.653,55.694,57.312
17.431,26.303,30.016,34.465,38.783,43.919,48.184,52.678,55.65,57.319
17.445,26.325,30.014,34.443,38.762,43.959,48.214,52.724,55.594,57.328
17.459,26.313,30.088,34.485,38.74,43.944,48.259,52.813,55.509,57.318
17.463,26.319,30.123,34.492,38.744,43.946,48.226,52.822,55.487,57.327
17.459,26.375,30.155,34.506,38.741,43.934,48.241,52.812,55.528,57.35
17.472,26.412,30.178,34.518,38.773,43.981,48.291,52.789,55.52,57.422
17.456,26.4,30.186,34.528,38.848,44.03,48.339,52.771,55.551,57.409
17.472,26.381,30.156,34.518,38.852,43.969,48.302,52.728,55.687,57.468
17.47,26.431,30.122,34.515,38.846,43.993,48.313,52.685,55.68,57.415
17.486,26.455,30.13,34.495,38.782,43.995,48.246,52.686,55.665,57.505
17.474,26.46,30.11,34.466,38.81,44.008,48.294,52.784,55.719,57.398
17.474,26.445,30.124,34.475,38.819,43.925,48.293,52.793,55.766,57.34
17.494,26.445,30.118,34.464,38.874,43.929,48.278,52.764,55.734,57.326
17.503,26.459,30.105,34.491,38.849,43.941,48.179,52.702,55.736,57.367
17.509,26.479,30.108,34.499,38.914,43.989,48.198,52.737,55.692,57.319
17.533,26.516,30.105,34.483,38.981,43.959,48.224,52.719,55.683,57.348
17.526,26.522,30.13,34.488,38.97,44.007,48.264,52.69,55.661,57.354
17.532,26.489,30.107,34.491,38.998,44.017,48.267,52.719,55.704,57.35
17.533,26.477,30.099,34.466,39.003,43.996,48.318,52.731,55.798,57.328
17.525,26.466,30.104,34.506,39.04,43.947,48.316,52.681,55.757,57.377
17.515,26.475,30.099,34.493,39.047,43.941,48.368,52.652,55.75,57.383
17.507,26.462,30.114,34.504,39.082,43.964,48.379,52.72,55.765,57.287
17.498,26.476,30.115,34.481,39.042,43.976,48.436,52.737,55.785,57.36
17.508,26.462,30.157,34.526,39.039,44.002,48.384,52.71,55.808,57.315
17.524,26.44,30.14,34.496,39.053,44.027,48.41,52.701,55.802,57.397
17.521,26.442,30.137,34.5,39.1,43.99,48.382,52.666,55.771,57.391
17.527,26.421,30.146,34.51,39.125,44.001,48.402,52.651,55.81,57.375
17.54,26.42,30.153,34.463,39.12,43.977,48.466,52.586,55.798,57.404
17.55,26.423,30.147,34.531,39.137,43.988,48.476,52.592,55.754,57.285
17.56,26.44,30.121,34.554,39.144,44.02,48.461,52.563,55.738,57.272
17.545,26.438,30.117,34.587,39.173,44.048,48.43800000000001,52.591,55.738,57.249
17.549,26.461,30.138,34.597,39.187,44.023,48.46,52.616,55.644,57.302
17.561,26.462,30.194,34.577,39.211,44.055,48.428000000000004,52.606,55.658,57.319
17.549,26.469,30.166,34.535,39.209,44.071,48.464000000000006,52.581,55.644,57.345
17.553,26.458,30.199,34.529,39.23,44.044,48.534,52.606,55.649,57.365
17.541,26.463,30.18,34.492,39.263,44.08,48.571,52.692,55.652,57.308
17.526,26.468,30.141,34.485,39.29,44.117,48.569,52.707,55.707,57.16
17.525,26.465,30.17,34.529,39.362,44.142,48.553,52.657,55.69,57.236
17.526,26.461,30.144,34.528,39.353,44.101,48.567,52.695,55.672,57.266
17.545,26.434,30.174,34.531,39.367,44.1,48.549,52.682,55.663,57.327
17.562,26.433,30.162,34.529,39.362,44.118,48.565,52.669,55.689,57.325
17.543,26.434,30.158,34.575,39.392,44.107,48.564,52.668,55.683,57.361
17.535,26.422,30.189,34.6,39.346,44.074,48.548,52.739,55.751,57.32
17.533,26.424,30.21,34.591,39.337,44.165,48.576,52.824,55.778,57.34299999999999
17.543,26.401,30.222,34.6,39.369,44.198,48.575,52.811,55.904,57.257000000000005
17.557,26.425,30.229,34.566,39.361,44.267,48.665,52.809,55.909,57.269
17.556,26.434,30.255,34.497,39.358,44.283,48.726,52.787,55.884,57.326
17.543,26.44,30.26,34.447,39.384,44.337,48.756,52.853,55.914,57.335
17.536,26.451,30.279,34.433,39.365,44.391,48.772,52.871,55.943,57.26199999999999
17.527,26.429,30.322,34.451,39.384,44.418,48.759,52.862,55.932,57.25
17.535,26.418,30.313,34.436,39.389,44.447,48.762,52.877,55.921,57.355
17.534,26.46,30.276,34.461,39.422,44.492,48.771,52.915,55.967,57.272
17.529,26.471,30.279,34.423,39.473,44.481,48.737,52.938,56.012,57.325
17.553,26.52,30.299,34.441,39.444,44.479,48.743,52.835,55.981,57.342
17.574,26.535,30.308,34.495,39.437,44.487,48.734,52.872,55.994,57.33
17.554,26.552,30.343,34.495,39.409,44.547,48.781,52.908,55.97399999999999,57.303
17.567,26.589,30.359,34.51,39.428,44.507,48.811,53.013,56.027,57.372
17.585,26.598,30.398,34.493,39.505,44.504,48.815,53.025,56.076,57.38099999999999
17.589,26.608,30.4,34.472,39.515,44.496,48.819,53.011,56.07,57.37
17.597,26.592,30.414,34.507,39.508,44.554,48.816,53.02,56.08,57.38
17.567,26.586,30.367,34.507,39.503,44.515,48.808,52.975,56.116,57.34
17.553,26.628,30.324,34.545,39.487,44.599,48.760000000000005,52.971,56.075,57.399
17.533,26.63,30.325,34.601,39.503,44.585,48.717,52.967,56.091,57.497
17.517,26.623,30.317,34.615,39.501,44.573,48.712,52.987,56.122,57.465
17.515,26.644,30.366,34.618,39.521,44.611,48.749,53.019,56.135,57.41899999999999
17.51,26.635,30.381,34.647,39.511,44.668,48.769,52.998,56.173,57.439
17.492,26.656,30.424,34.624,39.477,44.672,48.829,52.986,56.097,57.419
17.491,26.637,30.496,34.693,39.46,44.663,48.855,52.973,56.044,57.424
17.498,26.632,30.504,34.691,39.494,44.619,48.89,52.928,56.04500000000001,57.402
17.509,26.628,30.481,34.71,39.496,44.613,48.88700000000001,52.866,56.03,57.379
17.508,26.619,30.517,34.732,39.469,44.595,48.867,52.91,56.058,57.303
17.509,26.636,30.491,34.753,39.463,44.625,48.841,52.933,56.138,57.254999999999995
17.512,26.683,30.474,34.752,39.494,44.604,48.889,52.98,56.115,57.274
17.504,26.671,30.46,34.741,39.501,44.641,48.937,52.962,56.14699999999999,57.297
17.542,26.684,30.479,34.776,39.521,44.637,48.916,52.984,56.212,57.315
17.527,26.677,30.5,34.791,39.556,44.67,48.93299999999999,53.017,56.268,57.376
17.527,26.706,30.508,34.81,39.508,44.724,48.939,53.026,56.284,57.484
17.522,26.711,30.568,34.784,39.502,44.726,49.04,52.986,56.28,57.472
17.512,26.724,30.574,34.817,39.527,44.724,49.023,53.025,56.263,57.472
17.519,26.703,30.583,34.839,39.516,44.759,48.982,53.144,56.348,57.422
17.505,26.716,30.588,34.818,39.54,44.857,48.949,53.234,56.37,57.445
17.51,26.707,30.558,34.87,39.555,44.932,48.941,53.234,56.441,57.474
17.515,26.765,30.571,34.864,39.548,44.893,48.828,53.253,56.449,57.479
17.52,26.738,30.6,34.877,39.584,44.824,48.885,53.226,56.416,57.607
17.534,26.767,30.594,34.847,39.588,44.84599999999999,48.901,53.291,56.463,57.624
17.534,26.789,30.601,34.819,39.651,44.82299999999999,48.808,53.302,56.389,57.64
17.521,26.824,30.596,34.836,39.64500000000001,44.876,48.721,53.295,56.362,57.612
17.537,26.796,30.619,34.854,39.694,44.91799999999999,48.702,53.368,56.414,57.625
17.578,26.778,30.602,34.87,39.669,44.911,48.689,53.327,56.449,57.599999999999994
17.599,26.771,30.625,34.877,39.648,44.962,48.669,53.317,56.462,57.607
17.572,26.777,30.615,34.857,39.624,44.915000000000006,48.748999999999995,53.415,56.465,57.617
17.573,26.743,30.578,34.878,39.6,44.923,48.723,53.397,56.433,57.655
17.544,26.8,30.58,34.94,39.601,44.871,48.742,53.392,56.437,57.675
17.55,26.804,30.591,34.903,39.594,44.856,48.752,53.385,56.502,57.63
17.566,26.805,30.621,34.931,39.589,44.794,48.794,53.399,56.509,57.643
17.587,26.802,30.616,34.957,39.58,44.74199999999999,48.835,53.429,56.55,57.705
17.598,26.805,30.634,34.925,39.588,44.785999999999994,48.784,53.43,56.639,57.701
17.601,26.818,30.672,34.918,39.608,44.807,48.792,53.422,56.723,57.666
17.596,26.799,30.636,34.898,39.57,44.802,48.762,53.47,56.654,57.692
17.603,26.816,30.612,34.847,39.556,44.834,48.763,53.436,56.673,57.716
17.603,26.818,30.634,34.888,39.584,44.778,48.78799999999999,53.418,56.679,57.769
17.593,26.807,30.604,34.903,39.598,44.811,48.819,53.499,56.715,57.834
17.595,26.823,30.627,34.891,39.588,44.84899999999999,48.827,53.503,56.693,57.936
17.584,26.814,30.646,34.873,39.625,44.854,48.829,53.503,56.708,58.072
17.574,26.808,30.676,34.901,39.641,44.829,48.753,53.463,56.74,58.18
17.582,26.819,30.655,34.84,39.615,44.81,48.804,53.497,56.715,58.16100000000001
17.579,26.86,30.665,34.881,39.636,44.822,48.784,53.487,56.765,58.198
17.59,26.822,30.685,34.882,39.673,44.829,48.808,53.492,56.715,58.27
17.591,26.791,30.692,34.888,39.703,44.801,48.779,53.503,56.735,58.256
17.593,26.762,30.704,34.882,39.737,44.845,48.794,53.54,56.809,58.21
17.587,26.781,30.713,34.902,39.764,44.925,48.828,53.543,56.774,58.191
17.595,26.812,30.725999999999996,34.932,39.8,44.889,48.82000000000001,53.513,56.817,58.22300000000001
17.603,26.823,30.724999999999998,34.92,39.83,44.898999999999994,48.826,53.457,56.814,58.167
17.602,26.835,30.733,34.942,39.815,44.91,48.808,53.49,56.845,58.198
17.614,26.833,30.748,34.927,39.836,44.976,48.887,53.509,56.983,58.187
17.594,26.815,30.77,34.954,39.806,44.974,48.901,53.506,56.929,58.146
17.587,26.879,30.798,34.947,39.855,44.976,48.989,53.502,56.886,58.046
17.618,26.881,30.843,34.901,39.852,44.96,49.046,53.552,56.876,58.074
17.632,26.913,30.844,34.961,39.889,44.946000000000005,49.046,53.628,56.877,58.163000000000004
17.626,26.916,30.87,34.973,39.98,44.941,49.1,53.669,56.90700000000001,58.115
17.618,26.977,30.869,34.952,39.968,44.94200000000001,49.022,53.642,56.88700000000001,58.05
17.616,26.961,30.872,35.021,39.932,44.93,49.02,53.657,56.939,58.056
17.6,26.948,30.814,35.058,39.939,44.984,49.038,53.663,56.939,58.049
17.583,26.923,30.778,35.084,39.98,45.09,49.047,53.672,56.918,58.153
17.571,26.929,30.813,35.131,40.024,45.121,49.087,53.653,56.866,58.17400000000001
17.574,26.93,30.826,35.156,40.02,45.146,49.118,53.669,56.906,58.261
17.603,26.938,30.838,35.159,40.114,45.158,49.139,53.68,56.972,58.32
17.607,26.971,30.845,35.196,40.106,45.155,49.173,53.71,56.95,58.383
17.615,26.979,30.821,35.196,40.033,45.118,49.193,53.659,56.908,58.337
17.629,26.977,30.819,35.214,40.016,45.139,49.208,53.725,56.852,58.24300000000001
17.629,26.984,30.852,35.187,40.058,45.175,49.246,53.707,56.841,58.306
17.634,26.991,30.836,35.208,40.053,45.147,49.314,53.766,56.95,58.246
17.61,26.985,30.875,35.21,40.061,45.171,49.278,53.784,56.88,58.226
17.628,27.003,30.881,35.221,40.113,45.205,49.281,53.809,56.872,58.231
17.633,26.988,30.905,35.186,40.141,45.253,49.286,53.764,56.918,58.262
17.62,27.014,30.895,35.211,40.143,45.237,49.282,53.746,56.938,58.234
17.639,26.968,30.877,35.233,40.183,45.336,49.252,53.766,56.913,58.255
17.636,26.948,30.922,35.185,40.183,45.399,49.212,53.766,56.913,58.215
17.653,26.984,30.932,35.187,40.173,45.418,49.241,53.734,56.945,58.150000000000006
17.662,26.986,30.939,35.218,40.202,45.414,49.256,53.73,57.009,58.163
